firm_name,firm_group,reporting_period,period,product_category,complaints_closed
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2025-04-01 to 2025-09-30,H2 2025,Investments,49
Newcastle Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,6
Northern Bank Limited,DANSKE BANK A/S,2025-07-01 to 2025-12-31,H2 2025,Investments,0
OCTOPUS MONEY UNIT TRUST MANAGERS LIMITED,OCTOPUS MONEY,2025-04-01 to 2025-09-30,H2 2025,Investments,403
Phoenix Life CA Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,44
Phoenix Life Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,810
Principality Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,0
QUILTER FINANCIAL SERVICES LIMITED,QUILTER GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,273
Quilter Investment Platform Limited,QUILTER GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,498
Quilter Life & Pensions Limited,QUILTER GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,188
RBS Collective Investment Funds Limited,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,1434
ReAssure Life Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,159
ReAssure Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,474
"Royal London Mutual Insurance Society, Limited (THE)",ROYAL LONDON GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,224
Santander UK Plc,SANTANDER UK GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,92
Scottish Equitable Plc,AEGON N.V.,2025-07-01 to 2025-12-31,H2 2025,Investments,244
Scottish Friendly Assurance Society Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,399
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,1158
Skipton Building Society,SKIPTON BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Investments,66
ST. JAMES'S PLACE UK PLC,ST. JAMES'S PLACE PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,232
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,3030
THE CO-OPERATIVE BANK P.L.C.,COVENTRY BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Investments,0
The National Farmers' Union Mutual Insurance Society Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,60
The Prudential Assurance Company Limited,M&G PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,2721
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,93
Trading 212 UK Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,1680
True Potential Wealth Management LLP,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,124
UBS AG,UBS GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,475
"VANGUARD ASSET MANAGEMENT, LTD.","THE VANGUARD GROUP, INC.",2025-07-01 to 2025-12-31,H2 2025,Investments,1128
Wesleyan Assurance Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,219
Yorkshire Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,1
Zopa Bank Limited,ZOPA GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Investments,4
Zurich Assurance Ltd,ZURICH INSURANCE GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Investments,293
